Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Fld,Off,Def,WAR,playerid
Josh Stowers,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.189,0.256,0.277,0.533,0.236,42,0,0,-0.1,0,0,sa3007010
Rafelin Lorenzo,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.192,0.223,0.287,0.511,0.219,30,0,0,-0.1,0,0,sa828432
Jose Jr. Vizcaino,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.193,0.244,0.288,0.532,0.232,38,0,0,-0.1,0,0,sa659043
Anthony Pereira,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.192,0.238,0.274,0.512,0.223,33,0,0,-0.1,0,0,sa826663
Rubendy Jaquez,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.204,0.251,0.275,0.527,0.23,36,0,0,-0.1,0,0,sa917022
Alvaro Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.237,0.299,0.536,0.231,38,0,0,-0.1,0,0,sa977663
Galli Cribbs Jr.,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.249,0.268,0.517,0.228,35,0,0,-0.1,0,0,sa708444
Jorge Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.198,0.246,0.312,0.558,0.241,44,0,0,-0.1,0,0,sa3002580
Luis Payano,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.248,0.31,0.557,0.241,44,0,0,-0.1,0,0,sa737026
Kirvin Moesquit,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.255,0.267,0.522,0.231,38,0,0,-0.1,0,0,sa829715
Nick Dalesandro,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.239,0.259,0.498,0.22,30,0,0,-0.1,0,0,sa3007503
Garrett Whitley,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.246,0.275,0.522,0.231,42,0,0,-0.1,0,0,sa874244
Jesus Navarro,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.193,0.24,0.256,0.496,0.219,30,0,0,-0.1,0,0,sa872468
Tyler Durna,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.227,0.271,0.328,0.599,0.258,55,0,0,-0.1,0,0,sa3007879
Cody Roberts,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.232,0.251,0.484,0.213,25,0,0,-0.1,0,0,sa3007869
Tyler Baker,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.232,0.251,0.484,0.215,27,0,0,-0.1,0,0,sa602606
Trey Hair,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.244,0.288,0.532,0.231,38,0,0,-0.1,0,0,sa3003436
Izzy Wilson,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.246,0.278,0.524,0.231,42,0,0,-0.1,0,0,sa877504
Daniel Mercado,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.226,0.265,0.492,0.215,27,0,0,-0.1,0,0,sa3005376
Josh Watson,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.244,0.285,0.529,0.231,42,0,0,-0.1,0,0,sa3010007
Buddy Kennedy,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.202,0.249,0.296,0.544,0.236,40,0,0,-0.1,0,0,sa3004617
Marco Chicuate,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.227,0.265,0.492,0.215,27,0,0,-0.1,0,0,sa653586
Anthony Seigler,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.227,0.246,0.473,0.21,24,0,0,-0.1,0,0,sa3006894
Carlos Rodriguez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.229,0.272,0.501,0.218,29,0,0,-0.1,0,0,sa509441
D.J. Davis,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.259,0.289,0.547,0.24,44,0,0,-0.1,0,0,sa657912
Jonathan Ornelas,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.204,0.252,0.276,0.529,0.232,30,0,0,-0.1,0,0,sa3006909
Tucker Neuhaus,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.238,0.299,0.537,0.23,37,0,0,-0.1,0,0,sa737623
Marcus Mastrobuoni,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.227,0.275,0.502,0.218,29,0,0,-0.1,0,0,sa857732
Tim Susnara,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.237,0.259,0.495,0.219,29,0,0,-0.1,0,0,sa829699
Ben Moore,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.179,0.225,0.266,0.491,0.214,27,0,0,-0.1,0,0,sa827201
Fabricio Macias,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.22,0.258,0.298,0.556,0.241,46,0,0,-0.1,0,0,sa927338
Ross Adolph,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.243,0.283,0.526,0.23,41,0,0,-0.1,0,0,sa3006666
Rainis Silva,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.229,0.261,0.49,0.214,26,0,0,-0.1,0,0,sa736892
Kevonte Mitchell,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.191,0.249,0.314,0.563,0.243,46,0,0,-0.1,0,0,sa829059
Mitch Reeves,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.213,0.274,0.313,0.587,0.255,51,0,0,-0.1,0,0,sa3004137
Sandber Pimentel,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.193,0.26,0.328,0.588,0.253,53,0,0,-0.1,0,0,sa657209
Grant Fennell,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.257,0.302,0.559,0.243,45,0,0,-0.1,0,0,sa3007100
Triston Casas,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.208,0.262,0.335,0.598,0.256,51,0,0,-0.1,0,0,sa3007634
Esteury Ruiz,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.242,0.288,0.529,0.23,39,0,0,-0.1,0,0,sa917030
Colby Schultz,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.204,0.252,0.294,0.547,0.238,41,0,0,-0.1,0,0,sa3007099
David Olmedo-Barrera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.248,0.309,0.556,0.239,43,0,0,-0.1,0,0,sa658954
Brhet Bewley,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.253,0.264,0.517,0.229,35,0,0,-0.1,0,0,sa3007289
Will Robertson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.202,0.249,0.303,0.553,0.239,43,0,0,-0.1,0,0,sa3004294
Ivan Terrazas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.211,0.259,0.3,0.559,0.241,45,0,0,-0.1,0,0,sa254504
Jhailyn Ortiz,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.238,0.331,0.57,0.244,45,0,0,-0.1,0,0,sa920180
Omar Meza,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.248,0.277,0.525,0.23,37,0,0,-0.1,0,0,sa914755
Adam Walton,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.204,0.248,0.277,0.525,0.23,37,0,0,-0.1,0,0,sa875273
Gunnar Schubert,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.189,0.241,0.253,0.494,0.219,34,0,0,-0.1,0,0,sa3007080
Arturo Nieto,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.179,0.228,0.256,0.484,0.213,28,0,0,-0.1,0,0,sa596241
Dillon Paulson,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.258,0.32,0.578,0.25,54,0,0,-0.1,0,0,sa3007007
Hasuan Viera,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.198,0.268,0.295,0.562,0.248,41,0,0,-0.1,0,0,sa3005596
Carlos Soto,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.223,0.264,0.487,0.212,28,0,0,-0.1,0,0,sa900974
Yan Sanchez,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.204,0.244,0.276,0.52,0.226,34,0,0,-0.1,0,0,sa828285
Thomas Dillard,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.254,0.305,0.559,0.244,45,0,0,-0.1,0,0,sa3011308
Marcus Mooney,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.244,0.257,0.501,0.221,31,0,0,-0.1,0,0,sa918184
Eddie Silva,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.242,0.303,0.545,0.235,39,0,0,-0.1,0,0,sa3007942
Jesus Lage,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.226,0.258,0.485,0.212,29,0,0,-0.1,0,0,sa872494
Michael Woodworth,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.24,0.26,0.5,0.22,34,0,0,-0.1,0,0,sa1170570
Shayne Fontana,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.245,0.303,0.548,0.237,40,0,0,-0.1,0,0,sa3010897
Jordan Wren,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.257,0.299,0.556,0.24,40,0,0,-0.1,0,0,sa3002843
Ariel Sandoval,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.243,0.311,0.554,0.238,43,0,0,-0.1,0,0,sa736970
Andre Lipcius,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.244,0.275,0.519,0.226,34,0,0,-0.1,0,0,sa3010401
Manny Pazos,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.223,0.234,0.456,0.203,23,0,0,-0.1,0,0,sa3004304
Andres Sthormes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.224,0.264,0.488,0.213,26,0,0,-0.1,0,0,sa736554
Luke Reynolds,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.249,0.285,0.534,0.233,39,0,0,-0.1,0,0,sa3008004
Carlos Vidal,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.255,0.29,0.545,0.238,43,0,0,-0.1,0,0,sa828715
Jorge Vazquez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.204,0.253,0.349,0.602,0.255,54,0,0,-0.1,0,0,sa491894
Louis Silverio,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.237,0.301,0.537,0.231,40,0,0,-0.1,0,0,sa829617
Josh Rolette,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.174,0.232,0.252,0.484,0.215,23,0,0,-0.1,0,0,sa875776
Erik Ostberg,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.22,0.243,0.462,0.203,23,0,0,-0.1,0,0,sa3004505
Josh Jung,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.206,0.252,0.297,0.55,0.238,34,0,0,-0.1,0,0,sa3011468
Grae Kessinger,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.231,0.251,0.482,0.211,28,0,0,-0.1,0,0,sa3010327
Dominic Fletcher,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.251,0.315,0.566,0.243,44,0,0,-0.1,0,0,sa1115778
Skyler Ewing,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.264,0.333,0.596,0.257,54,0,0,-0.1,0,0,sa827317
Eliezer Ortiz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.212,0.253,0.299,0.551,0.239,43,0,0,-0.1,0,0,sa508491
Zack Gahagan,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.188,0.239,0.287,0.526,0.229,36,0,0,-0.1,0,0,sa3008001
Boo Vazquez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.198,0.25,0.3,0.55,0.238,42,0,0,-0.1,0,0,sa602531
Jake Anchia,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.211,0.254,0.465,0.203,23,0,0,-0.1,0,0,sa3006674
Grant Koch,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181,0.229,0.258,0.487,0.214,28,0,0,-0.1,0,0,sa3008180
Kelvin Melean,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.198,0.24,0.264,0.503,0.22,33,0,0,-0.1,0,0,sa917141
Coco Montes,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.223,0.258,0.314,0.572,0.246,33,0,0,-0.1,0,0,sa3006715
Timmy Robinson,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.238,0.298,0.537,0.233,40,0,0,-0.1,0,0,sa658821
Freudis Nova,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.191,0.221,0.267,0.488,0.211,28,0,0,-0.1,0,0,sa3003195
Jacob Gonzalez,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.241,0.278,0.519,0.226,38,0,0,-0.1,0,0,sa3004691
Alvaro Rubalcaba,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.236,0.24,0.475,0.213,28,0,0,-0.1,0,0,sa3007882
Julian Castro,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.211,0.245,0.283,0.529,0.23,37,0,0,-0.1,0,0,sa546293
Ricardo Serrano,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.241,0.291,0.533,0.231,38,0,0,-0.1,0,0,sa508489
Ryan Vega,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.244,0.281,0.525,0.23,40,0,0,-0.1,0,0,sa875727
Nick Heath,Royals,3,13,12,3,0,0,0,1,1,1,4,0,1,0,0.227,0.294,0.33,0.624,0.272,64,0,0,-0.6,0.1,0,sa918355
Livan Soto,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.189,0.236,0.242,0.479,0.212,28,0,0,-0.1,0,0,sa3004264
Jose Amador,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.196,0.249,0.284,0.533,0.233,39,0,0,-0.1,0,0,sa509117
Roman Collins,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.199,0.249,0.295,0.544,0.236,40,0,0,-0.1,0,0,sa875081
Simon Whiteman,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.245,0.242,0.487,0.218,33,0,0,-0.1,0,0,sa1169809
Henry Castillo,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.202,0.246,0.292,0.537,0.233,38,0,0,-0.1,0,0,sa736756
Jake Yacinich,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.237,0.266,0.503,0.22,30,0,0,-0.1,0,0,sa829135
Christopher Torres,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.243,0.241,0.484,0.217,33,0,0,-0.1,0,0,sa872538
Ian Strom,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.198,0.25,0.295,0.545,0.237,42,0,0,-0.1,0,0,sa918511
Alejandro Rivero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.247,0.25,0.497,0.221,31,0,0,-0.1,0,0,sa592345
Wood Myers,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.204,0.235,0.272,0.507,0.22,30,0,0,-0.1,0,0,sa3002840
Ivan Araujo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.253,0.298,0.551,0.239,43,0,0,-0.1,0,0,sa509253
Alex King,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.189,0.245,0.287,0.533,0.233,38,0,0,-0.1,0,0,sa3006939
Dallas Carroll,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.189,0.25,0.283,0.533,0.234,38,0,0,-0.1,0,0,sa913370
Jonathan Laureano,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.225,0.265,0.49,0.214,22,0,0,-0.1,0,0,sa918576
Tristan Pompey,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.257,0.274,0.53,0.234,44,0,0,-0.1,0,0,sa3008077
Ryne Ogren,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.192,0.24,0.253,0.493,0.218,28,0,0,-0.1,0,0,sa3006726
Nic Perkins,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.24,0.253,0.493,0.219,27,0,0,-0.1,0,0,sa3004610
Yainer Diaz,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.193,0.221,0.276,0.497,0.213,22,0,0,-0.1,0,0,sa3003386
Deacon Liput,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.233,0.262,0.495,0.217,32,0,0,-0.1,0,0,sa3008141
Gilbert Lara,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.208,0.236,0.291,0.527,0.227,32,0,0,-0.1,0,0,sa877337
Chris Pieters,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.25,0.294,0.544,0.237,42,0,0,-0.1,0,0,sa657768
Andy Weber,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.243,0.271,0.514,0.223,32,0,0,-0.1,0,0,sa3008282
Frainyer Chavez,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.206,0.254,0.263,0.517,0.228,28,0,0,-0.1,0,0,sa3007019
Ivan Jimenez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.189,0.243,0.251,0.494,0.219,30,0,0,-0.1,0,0,sa652169
Bryant Packard,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.192,0.243,0.296,0.539,0.234,39,0,0,-0.1,0,0,sa3010590
Ricky Aracena,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.197,0.238,0.259,0.497,0.218,28,0,0,-0.1,0,0,sa877365
Eleardo Cabrera,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.191,0.24,0.28,0.521,0.227,39,0,0,-0.1,0,0,sa826658
Vince Jackson,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.245,0.3,0.545,0.236,44,0,0,-0.1,0,0,sa658571
Gilberto Jimenez,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.221,0.251,0.304,0.555,0.239,39,0,0,-0.1,0,0,sa3005507
Colin Bray,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.256,0.298,0.554,0.241,43,0,0,-0.1,0,0,sa737832
K.C. Hobson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.257,0.33,0.587,0.251,51,0,0,-0.1,0,0,sa501541
Stephen Smith,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.252,0.286,0.538,0.236,41,0,0,-0.1,0,0,sa918189
Kevin Markham,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.255,0.299,0.554,0.241,43,0,0,-0.1,0,0,sa3004374
Kristian Robinson,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.194,0.242,0.321,0.563,0.241,43,0,0,-0.1,0,0,sa3006884
Frandy De La Rosa,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.193,0.242,0.277,0.52,0.227,35,0,0,-0.1,0,0,sa736663
Orlando Garcia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.188,0.25,0.262,0.512,0.227,35,0,0,-0.1,0,0,sa915658
Jose Luna,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.194,0.235,0.289,0.525,0.227,35,0,0,-0.1,0,0,sa688550
Delvin Zinn,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.205,0.243,0.268,0.511,0.222,32,0,0,-0.1,0,0,sa875884
Malique Ziegler,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.246,0.288,0.534,0.233,39,0,0,-0.1,0,0,sa918507
Nathan Perry,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.21,0.252,0.462,0.202,22,0,0,-0.1,0,0,sa3004756
Shane Matheny,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.246,0.264,0.51,0.225,37,0,0,-0.1,0,0,sa3004780
Carlos Belen,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.232,0.293,0.524,0.227,37,0,0,-0.1,0,0,sa736746
Tyler Esplin,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.205,0.253,0.295,0.549,0.239,39,0,0,-0.1,0,0,sa3004727
James Vasquez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.204,0.257,0.324,0.581,0.25,50,0,0,-0.1,0,0,sa875804
Zac Susi,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.228,0.254,0.482,0.212,27,0,0,-0.1,0,0,sa3006722
Chris Corbett,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.225,0.247,0.472,0.208,27,0,0,-0.1,0,0,sa3004695
Jorge Perez,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.211,0.252,0.305,0.557,0.241,43,0,0,-0.1,0,0,sa917308
Wilkerman Garcia,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.194,0.229,0.265,0.494,0.214,27,0,0,-0.1,0,0,sa872548
Rafael Lantigua,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.237,0.275,0.512,0.222,33,0,0,-0.1,0,0,sa3003219
Ronny Mauricio,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.231,0.265,0.496,0.214,32,0,0,-0.1,0,0,sa3006887
Johnny Adams,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.179,0.224,0.251,0.475,0.209,27,0,0,-0.1,0,0,sa873596
Nick Ward,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.237,0.255,0.492,0.217,33,0,0,-0.1,0,0,sa3007089
Kurt Hoekstra,Braves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.197,0.249,0.281,0.53,0.232,37,0,0,-0.1,0,0,sa875296
Jack Conley,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.174,0.227,0.263,0.489,0.215,26,0,0,-0.1,0,0,sa3006857
Nick Ames,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.251,0.328,0.579,0.247,48,0,0,-0.1,0,0,sa3006919
Kody Hoese,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.229,0.29,0.52,0.224,37,0,0,-0.1,0,0,sa3010021
Kyle Gray,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.238,0.267,0.505,0.222,32,0,0,-0.1,0,0,sa3007636
Bobby Wernes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.191,0.242,0.274,0.516,0.226,35,0,0,-0.1,0,0,sa876020
Isidro Pina,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.228,0.254,0.482,0.211,25,0,0,-0.1,0,0,sa509466
Connor Scott,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.249,0.287,0.536,0.233,43,0,0,-0.1,0,0,sa3008080
Austin Filiere,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.239,0.28,0.519,0.226,35,0,0,-0.1,0,0,sa915780
Jameson Hannah,Reds,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.214,0.261,0.298,0.559,0.243,43,0,0,-0.1,0,0,sa3007046
Jack Meggs,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.244,0.301,0.545,0.235,41,0,0,-0.1,0,0,sa873253
Connor Kaiser,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.243,0.251,0.494,0.22,31,0,0,-0.1,0,0,sa3007823
Preston Scott,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.257,0.304,0.562,0.245,38,0,0,-0.1,0,0,sa918805
Alex Holderbach,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.208,0.254,0.462,0.201,21,0,0,-0.1,0,0,sa3006789
Jesus Alberto Vega,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.222,0.266,0.488,0.213,26,0,0,-0.1,0,0,sa199032
Hagen Owenby,Braves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.232,0.261,0.493,0.215,26,0,0,-0.1,0,0,sa3003180
Miguelangel Sierra,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.215,0.266,0.481,0.209,27,0,0,-0.1,0,0,sa872750
D.J. Artis,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.199,0.255,0.292,0.547,0.239,43,0,0,-0.1,0,0,sa3007632
Shard Munroe,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.248,0.29,0.538,0.235,41,0,0,-0.1,0,0,sa872821
Abraham Lopez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.222,0.257,0.479,0.21,24,0,0,-0.1,0,0,sa977922
Tyler Webb,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.199,0.244,0.291,0.535,0.232,38,0,0,-0.1,0,0,sa3007001
Jesus Lopez,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.197,0.231,0.28,0.512,0.221,32,0,0,-0.1,0,0,sa830306
Mark Vientos,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.227,0.287,0.514,0.222,37,0,0,-0.1,0,0,sa3004720
Everlouis Lozada,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.205,0.247,0.276,0.523,0.228,32,0,0,-0.1,0,0,sa917077
Nolan Brown,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.249,0.292,0.54,0.235,40,0,0,-0.1,0,0,sa3004719
Luis Ayala,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.253,0.283,0.537,0.235,41,0,0,-0.1,0,0,sa826649
Danny Mayer,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.235,0.325,0.56,0.239,42,0,0,-0.1,0,0,sa918984
LJ Talley,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.188,0.227,0.285,0.512,0.221,32,0,0,-0.1,0,0,sa1169773
A.J. Kennedy,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.214,0.27,0.484,0.209,26,0,0,-0.1,0,0,sa876029
Ryan Anderson,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.209,0.254,0.309,0.564,0.244,38,0,0,-0.1,0,0,sa3006933
